ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,CTR,CVR_Total,CVR_Approved,CPC,CPM,CPA_Total,CPA_Approved,Avg_Frequency,Revenue_Total,Revenue_Approved,ROAS_Total,ROAS_Approved
710571,916,104220,30-34,F,32,3091,1,1.610000014,0,0,0.0003235198964736,0.0,0.0,1.610000014,0.5208670378518279,0.0,0.0,3091.0,0.0,0.0,0.0,0.0
710836,916,104265,30-34,F,29,22221,7,9.430000067,0,0,0.0003150173259529,0.0,0.0,1.3471428667142855,0.4243733435488952,0.0,0.0,3174.4285714285716,0.0,0.0,0.0,0.0
710968,916,104287,35-39,F,27,5864,2,2.799999952,0,0,0.0003410641200545,0.0,0.0,1.399999976,0.4774897598908594,0.0,0.0,2932.0,0.0,0.0,0.0,0.0
711764,916,104419,45-49,F,10,11199,4,5.730000019,0,0,0.0003571747477453,0.0,0.0,1.43250000475,0.5116528278417716,0.0,0.0,2799.75,0.0,0.0,0.0,0.0
734210,936,108654,30-34,M,10,13329,4,5.629999995,1,0,0.0003000975316978,0.25,0.0,1.40749999875,0.4223872754895341,5.629999995,0.0,3332.25,97.46394696732658,0.0,17.311535888789386,0.0
734352,936,108678,35-39,M,10,4423,1,1.460000038,0,0,0.0002260908885371,0.0,0.0,1.460000038,0.330092705855754,0.0,0.0,4423.0,0.0,0.0,0.0,0.0
734361,936,108680,35-39,M,16,12382,2,2.839999914,0,0,0.0001615247940558,0.0,0.0,1.419999957,0.2293652006137942,0.0,0.0,6191.0,0.0,0.0,0.0,0.0
734381,936,108683,35-39,M,20,2938,1,1.350000024,0,0,0.0003403675970047,0.0,0.0,1.350000024,0.4594962641252553,0.0,0.0,2938.0,0.0,0.0,0.0,0.0
734785,936,108750,30-34,F,10,5576,1,1.529999971,0,0,0.0001793400286944,0.0,0.0,1.529999971,0.2743902387015782,0.0,0.0,5576.0,0.0,0.0,0.0,0.0
734796,936,108752,30-34,F,16,39337,7,10.03000009,0,0,0.0001779495131809,0.0,0.0,1.4328571557142855,0.2549762333172331,0.0,0.0,5619.571428571428,0.0,0.0,0.0,0.0
734854,936,108762,30-34,F,27,57022,13,20.29000032,1,0,0.0002279821823155,0.07692307692307693,0.0,1.5607692553846155,0.3558275809336747,20.29000032,0.0,4386.307692307692,236.16449494000466,0.0,11.639452499525868,0.0
734856,936,108762,30-34,F,27,5453,1,1.389999986,0,0,0.0001833852924995,0.0,0.0,1.389999986,0.2549055540069686,0.0,0.0,5453.0,0.0,0.0,0.0,0.0
734881,936,108766,30-34,F,31,4259,1,1.570000052,0,0,0.0002347969006809,0.0,0.0,1.570000052,0.3686311462784691,0.0,0.0,4259.0,0.0,0.0,0.0,0.0
734903,936,108770,30-34,F,64,5323,1,1.289999962,0,0,0.0001878639864737,0.0,0.0,1.289999962,0.2423445354123614,0.0,0.0,5323.0,0.0,0.0,0.0,0.0
734925,936,108774,35-39,F,10,5024,1,1.409999967,0,0,0.0001990445859872,0.0,0.0,1.409999967,0.2806528596735669,0.0,0.0,5024.0,0.0,0.0,0.0,0.0
734939,936,108776,35-39,F,16,104648,24,33.33000004,2,1,0.0002293402645057,0.08333333333333333,0.041666666666666664,1.3887500016666667,0.3184962927146242,16.66500002,33.33000004,4360.333333333333,447.52012633374767,223.76006316687383,13.426946468546948,6.713473234273474
734968,936,108781,35-39,F,22,8504,3,3.340000093,0,0,0.0003527751646284,0.0,0.0,1.1133333643333334,0.3927563608889934,0.0,0.0,2834.6666666666665,0.0,0.0,0.0,0.0
735014,936,108788,35-39,F,29,12403,4,5.210000038,0,0,0.0003225026203337,0.0,0.0,1.3025000095,0.4200596660485367,0.0,0.0,3100.75,0.0,0.0,0.0,0.0
735289,936,108834,45-49,F,27,20362,5,9.119999886,0,0,0.0002455554464198,0.0,0.0,1.8239999772,0.4478931286710539,0.0,0.0,4072.4,0.0,0.0,0.0,0.0
735298,936,108836,45-49,F,29,85412,28,38.63999999,1,0,0.0003278227883669,0.03571428571428571,0.0,1.3799999996428571,0.4523954478293448,38.63999999,0.0,3050.4285714285716,222.2772674924288,0.0,5.752517276137525,0.0
737524,936,109601,40-44,M,30,2148,1,1.580000043,0,0,0.0004655493482309,0.0,0.0,1.580000043,0.7355679902234636,0.0,0.0,2148.0,0.0,0.0,0.0,0.0
737657,936,109633,45-49,M,18,7478,2,2.900000095,0,0,0.0002674511901577,0.0,0.0,1.4500000475,0.3878042384327361,0.0,0.0,3739.0,0.0,0.0,0.0,0.0
738006,936,109717,30-34,F,27,34740,7,13.41000009,0,0,0.0002014968336211,0.0,0.0,1.9157142985714288,0.386010365284974,0.0,0.0,4962.857142857143,0.0,0.0,0.0,0.0
738307,936,109788,35-39,F,31,3010,1,0.860000014,0,0,0.0003322259136212,0.0,0.0,0.860000014,0.2857142903654485,0.0,0.0,3010.0,0.0,0.0,0.0,0.0
738389,936,109808,40-44,F,10,27081,9,10.77000046,0,0,0.0003323363243602,0.0,0.0,1.196666717777778,0.3976958184705144,0.0,0.0,3009.0,0.0,0.0,0.0,0.0
738413,936,109813,40-44,F,16,147159,36,58.16000044,0,0,0.000244633355758,0.0,0.0,1.6155555677777778,0.3952187799590919,0.0,0.0,4087.75,0.0,0.0,0.0,0.0
738423,936,109816,40-44,F,18,21664,7,10.61999977,1,0,0.000323116691285,0.14285714285714285,0.0,1.5171428242857143,0.4902141695901033,10.61999977,0.0,3094.8571428571427,325.8143086984272,0.0,30.679314101192983,0.0
738436,936,109820,40-44,F,19,9112,4,5.460000038,0,0,0.0004389815627743,0.0,0.0,1.3650000095,0.599209837357331,0.0,0.0,2278.0,0.0,0.0,0.0,0.0
738582,936,109848,45-49,F,10,46150,15,20.17999983,1,0,0.0003250270855904,0.06666666666666667,0.0,1.345333322,0.4372697687973997,20.17999983,0.0,3076.6666666666665,446.16382277289796,0.0,22.109208450518505,0.0
738592,936,109850,45-49,F,16,493821,116,176.3799977,6,4,0.000234902930414,0.05172413793103448,0.034482758620689655,1.520517221551724,0.3571739510875398,29.39666628333333,44.094999425,4257.077586206897,7606.5914100249975,5071.060940016665,43.12615664596416,28.75077109730944
738593,936,109850,45-49,F,16,92011,27,34.39000046,1,0,0.0002934431752725,0.037037037037037035,0.0,1.273703720740741,0.3737596641705883,34.39000046,0.0,3407.814814814815,336.8198488145982,0.0,9.794121672268165,0.0
738598,936,109851,45-49,F,18,12956,4,5.49000001,0,0,0.0003087372645878,0.0,0.0,1.3725000025,0.4237418964186477,0.0,0.0,3239.0,0.0,0.0,0.0,0.0
738648,936,109859,45-49,F,26,111090,38,51.97000027,2,1,0.0003420649923485,0.05263157894736842,0.02631578947368421,1.3676315860526316,0.4678188880187235,25.985000135,51.97000027,2923.4210526315787,1892.6726127499103,946.3363063749551,36.418560764227415,18.209280382113707
747362,936,110861,35-39,M,15,4607,1,1.149999976,0,0,0.0002170609941393,0.0,0.0,1.149999976,0.2496201380507922,0.0,0.0,4607.0,0.0,0.0,0.0,0.0
747369,936,110862,35-39,M,16,13355,2,3.180000067,0,0,0.0001497566454511,0.0,0.0,1.5900000335,0.2381130712841632,0.0,0.0,6677.5,0.0,0.0,0.0,0.0
747401,936,110867,35-39,M,22,2793,1,0.980000019,0,0,0.0003580379520229,0.0,0.0,0.980000019,0.3508771997851772,0.0,0.0,2793.0,0.0,0.0,0.0,0.0
747489,936,110882,40-44,M,2,4016,2,1.480000049,0,0,0.0004980079681274,0.0,0.0,0.7400000245,0.3685259086155378,0.0,0.0,2008.0,0.0,0.0,0.0,0.0
747514,936,110886,40-44,M,16,14843,3,2.939999938,0,0,0.0002021154753082,0.0,0.0,0.9799999793333334,0.1980731616250084,0.0,0.0,4947.666666666667,0.0,0.0,0.0,0.0
747645,936,110908,45-49,M,10,9674,3,4.600000024,1,0,0.0003101095720487,0.3333333333333333,0.0,1.5333333413333332,0.4755013462890221,4.600000024,0.0,3224.6666666666665,125.15251938231499,0.0,27.207069288988116,0.0
747791,936,110932,30-34,F,10,31393,8,10.96000051,0,0,0.0002548338801643,0.0,0.0,1.37000006375,0.3491224320708438,0.0,0.0,3924.125,0.0,0.0,0.0,0.0
747795,936,110933,30-34,F,15,8410,2,2.359999895,0,0,0.0002378121284185,0.0,0.0,1.1799999475,0.2806182990487514,0.0,0.0,4205.0,0.0,0.0,0.0,0.0
748007,936,110968,35-39,F,27,10164,2,3.720000029,0,0,0.0001967729240456,0.0,0.0,1.8600000145,0.3659976415781188,0.0,0.0,5082.0,0.0,0.0,0.0,0.0
748091,936,110982,40-44,F,16,41720,10,12.06000006,0,0,0.0002396931927133,0.0,0.0,1.206000006,0.2890699918504315,0.0,0.0,4172.0,0.0,0.0,0.0,0.0
748230,936,111006,45-49,F,16,83929,21,27.72999954,2,1,0.0002502114882817,0.09523809523809523,0.047619047619047616,1.3204761685714286,0.3303983073788559,13.86499977,27.72999954,3996.619047619048,364.1712783187144,182.0856391593572,13.132754574820826,6.566377287410413
748314,936,111020,45-49,F,31,7821,4,6.340000153,0,0,0.0005114435494182,0.0,0.0,1.58500003825,0.810638045390615,0.0,0.0,1955.25,0.0,0.0,0.0,0.0
776373,936,115493,45-49,F,25,10194,4,4.590000033,0,0,0.0003923876790268,0.0,0.0,1.14750000825,0.4502648649205414,0.0,0.0,2548.5,0.0,0.0,0.0,0.0
776464,936,115508,45-49,F,29,7550,1,1.679999948,0,0,0.0001324503311258,0.0,0.0,1.679999948,0.2225165494039735,0.0,0.0,7550.0,0.0,0.0,0.0,0.0
776469,936,115509,45-49,F,28,45397,15,25.41999936,1,0,0.0003304183095799,0.06666666666666667,0.0,1.694666624,0.5599488812036036,25.41999936,0.0,3026.4666666666667,289.08888071378817,0.0,11.372497560668238,0.0
776473,936,115510,30-34,M,16,23086,2,3.310000062,0,0,8.663259118080222e-05,0.0,0.0,1.655000031,0.143376941089838,0.0,0.0,11543.0,0.0,0.0,0.0,0.0
776515,936,115517,45-49,F,65,12706,3,4.98999989,0,0,0.0002361089249173,0.0,0.0,1.6633332966666667,0.392727836455218,0.0,0.0,4235.333333333333,0.0,0.0,0.0,0.0
776623,936,115535,45-49,M,64,19353,6,9.4799999,0,0,0.000310029452798,0.0,0.0,1.5799999833333331,0.4898465302537074,0.0,0.0,3225.5,0.0,0.0,0.0,0.0
776643,936,115538,30-34,M,15,33491,6,10.56999969,0,0,0.0001791526081633,0.0,0.0,1.761666615,0.3156071687916156,0.0,0.0,5581.833333333333,0.0,0.0,0.0,0.0
776644,936,115538,30-34,M,15,20083,2,3.200000048,0,0,9.958671513220136e-05,0.0,0.0,1.600000024,0.1593387466016033,0.0,0.0,10041.5,0.0,0.0,0.0,0.0
776663,936,115541,30-34,M,16,15753,1,0.569999993,0,0,6.347997206881229e-05,0.0,0.0,0.569999993,0.0361835836348632,0.0,0.0,15753.0,0.0,0.0,0.0,0.0
776668,936,115542,40-44,M,19,3523,1,1.809999943,0,0,0.000283848992336,0.0,0.0,1.809999943,0.5137666599489071,0.0,0.0,3523.0,0.0,0.0,0.0,0.0
776696,936,115547,30-34,M,10,7966,1,1.179999948,0,0,0.0001255335174491,0.0,0.0,1.179999948,0.1481295440622646,0.0,0.0,7966.0,0.0,0.0,0.0,0.0
776698,936,115547,30-34,M,10,12785,3,4.730000019,0,0,0.0002346499804458,0.0,0.0,1.576666673,0.3699648039890497,0.0,0.0,4261.666666666667,0.0,0.0,0.0,0.0
776699,936,115547,30-34,M,10,8213,1,1.379999995,0,0,0.0001217581882381,0.0,0.0,1.379999995,0.1680262991598685,0.0,0.0,8213.0,0.0,0.0,0.0,0.0
776799,936,115564,45-49,M,20,10257,3,3.579999924,0,0,0.000292483182217,0.0,0.0,1.193333308,0.3490299233694062,0.0,0.0,3419.0,0.0,0.0,0.0,0.0
776928,936,115586,35-39,M,10,9750,2,1.5,0,0,0.0002051282051282,0.0,0.0,0.75,0.1538461538461538,0.0,0.0,4875.0,0.0,0.0,0.0,0.0
777187,936,115629,40-44,M,27,11292,3,5.389999866,0,0,0.0002656748140276,0.0,0.0,1.796666622,0.4773290706695005,0.0,0.0,3764.0,0.0,0.0,0.0,0.0
777235,936,115637,30-34,M,65,2883,1,0.99000001,0,0,0.0003468609087755,0.0,0.0,0.99000001,0.3433923031564342,0.0,0.0,2883.0,0.0,0.0,0.0,0.0
777261,936,115641,40-44,M,29,19603,4,5.279999971,0,0,0.0002040504004489,0.0,0.0,1.31999999275,0.2693465271131969,0.0,0.0,4900.75,0.0,0.0,0.0,0.0
777398,936,115677,35-39,M,24,3029,1,1.049999952,1,0,0.0003301419610432,1.0,0.0,1.049999952,0.3466490432485969,1.049999952,0.0,3029.0,105.25767806312521,0.0,100.24541226181428,0.0
777410,936,115679,45-49,M,26,3490,1,1.340000033,0,0,0.0002865329512893,0.0,0.0,1.340000033,0.3839541641833811,0.0,0.0,3490.0,0.0,0.0,0.0,0.0
777742,936,115735,35-39,M,64,4726,1,1.830000043,0,0,0.0002115954295387,0.0,0.0,1.830000043,0.3872196451544646,0.0,0.0,4726.0,0.0,0.0,0.0,0.0
778085,936,115792,30-34,M,26,11735,3,4.529999971,0,0,0.0002556455048998,0.0,0.0,1.5099999903333332,0.3860247099275671,0.0,0.0,3911.6666666666665,0.0,0.0,0.0,0.0
778112,936,115796,35-39,M,29,11446,2,3.090000033,0,0,0.0001747335313646,0.0,0.0,1.5450000165,0.2699633088415166,0.0,0.0,5723.0,0.0,0.0,0.0,0.0
778161,936,115804,30-34,M,28,17954,6,7.5400002,1,0,0.0003341873677175,0.16666666666666666,0.0,1.2566667,0.4199621365712375,7.5400002,0.0,2992.3333333333335,66.6988632389337,0.0,8.846002847444712,0.0
778461,936,115854,40-44,M,29,10090,2,2.650000095,0,0,0.0001982160555004,0.0,0.0,1.3250000475,0.2626362829534192,0.0,0.0,5045.0,0.0,0.0,0.0,0.0
778556,936,115870,40-44,M,32,9735,4,4.130000114,0,0,0.0004108885464817,0.0,0.0,1.0325000285,0.4242424359527479,0.0,0.0,2433.75,0.0,0.0,0.0,0.0
778626,936,115882,30-34,M,29,7629,1,0.720000029,0,0,0.0001310787783457,0.0,0.0,0.720000029,0.0943767242102503,0.0,0.0,7629.0,0.0,0.0,0.0,0.0
778689,936,115892,30-34,M,28,7453,1,1.679999948,0,0,0.0001341741580571,0.0,0.0,1.679999948,0.2254125785589695,0.0,0.0,7453.0,0.0,0.0,0.0,0.0
778737,936,115900,35-39,M,27,8077,2,3.579999924,0,0,0.0002476166893648,0.0,0.0,1.789999962,0.4432338645536709,0.0,0.0,4038.5,0.0,0.0,0.0,0.0
778804,936,115912,30-34,M,26,6184,2,2.75,0,0,0.0003234152652005,0.0,0.0,1.375,0.4446959896507115,0.0,0.0,3092.0,0.0,0.0,0.0,0.0
779609,936,116059,35-39,F,15,7116,2,1.730000019,0,0,0.0002810567734682,0.0,0.0,0.8650000095,0.2431141117200674,0.0,0.0,3558.0,0.0,0.0,0.0,0.0
779644,936,116065,30-34,F,16,51816,8,10.2299999,0,0,0.0001543924656476,0.0,0.0,1.2787499875,0.1974293635170603,0.0,0.0,6477.0,0.0,0.0,0.0,0.0
779789,936,116089,45-49,M,10,11611,3,3.950000048,0,0,0.0002583756782361,0.0,0.0,1.3166666826666666,0.3401946471449488,0.0,0.0,3870.3333333333335,0.0,0.0,0.0,0.0
779871,936,116103,30-34,F,32,4402,1,1.330000043,1,0,0.0002271694684234,1.0,0.0,1.330000043,0.3021354027714675,1.330000043,0.0,4402.0,52.929495772210835,0.0,39.796612075907156,0.0
779922,936,116111,30-34,F,18,5823,1,1.419999957,0,0,0.0001717327837884,0.0,0.0,1.419999957,0.2438605455950541,0.0,0.0,5823.0,0.0,0.0,0.0,0.0
780104,936,116147,30-34,F,25,4971,1,1.230000019,0,0,0.00020116676725,0.0,0.0,1.230000019,0.2474351275397304,0.0,0.0,4971.0,0.0,0.0,0.0,0.0
780653,936,116244,30-34,F,29,9076,1,1.379999995,0,0,0.000110180696342,0.0,0.0,1.379999995,0.1520493604010577,0.0,0.0,9076.0,0.0,0.0,0.0,0.0
780655,936,116244,30-34,F,29,20941,4,5.909999967,0,0,0.0001910128456138,0.0,0.0,1.47749999175,0.2822214778186333,0.0,0.0,5235.25,0.0,0.0,0.0,0.0
780830,936,116279,45-49,F,16,16053,3,4.079999924,0,0,0.0001868809568304,0.0,0.0,1.3599999746666669,0.254158096555161,0.0,0.0,5351.0,0.0,0.0,0.0,0.0
780835,936,116279,45-49,F,16,54724,12,17.92999995,1,0,0.0002192822162122,0.08333333333333333,0.0,1.4941666625,0.3276441771434836,17.92999995,0.0,4560.333333333333,377.283867690103,0.0,21.04204510553292,0.0
780974,936,116303,40-44,F,32,8316,3,4.569999933,0,0,0.0003607503607503,0.0,0.0,1.523333311,0.5495430414862915,0.0,0.0,2772.0,0.0,0.0,0.0,0.0
781327,936,116367,35-39,F,29,164754,49,67.97999978,1,0,0.0002974131128834,0.02040816326530612,0.0,1.3873469342857143,0.4126151703752261,67.97999978,0.0,3362.326530612245,1538.9482327069077,0.0,22.638250039531076,0.0
781353,936,116371,35-39,F,10,7449,1,1.639999986,0,0,0.0001342462075446,0.0,0.0,1.639999986,0.2201637784937575,0.0,0.0,7449.0,0.0,0.0,0.0,0.0
781811,936,116447,35-39,F,16,10186,1,1.230000019,0,0,9.8173964264677e-05,0.0,0.0,1.230000019,0.120753977910858,0.0,0.0,10186.0,0.0,0.0,0.0,0.0
781858,936,116455,30-34,M,20,3385,1,1.440000057,0,0,0.0002954209748892,0.0,0.0,1.440000057,0.4254062206794682,0.0,0.0,3385.0,0.0,0.0,0.0,0.0
782001,936,116479,30-34,M,24,5475,2,2.730000019,0,0,0.0003652968036529,0.0,0.0,1.3650000095,0.4986301404566211,0.0,0.0,2737.5,0.0,0.0,0.0,0.0
782022,936,116483,30-34,F,18,8254,2,2.320000052,1,0,0.0002423067603586,0.5,0.0,1.160000026,0.281075848315968,2.320000052,0.0,4127.0,100.80156203983077,0.0,43.44894818124373,0.0
782134,936,116501,30-34,F,16,37873,5,6.169999957,1,0,0.0001320201726823,0.2,0.0,1.2339999914,0.1629128919546906,6.169999957,0.0,7574.6,124.50806633939948,0.0,20.17958949872315,0.0
782135,936,116501,30-34,F,16,25267,4,4.940000057,0,0,0.0001583092571338,0.0,0.0,1.23500001425,0.1955119348161633,0.0,0.0,6316.75,0.0,0.0,0.0,0.0
782228,936,116517,40-44,F,63,12318,5,6.340000153,1,0,0.0004059100503328,0.2,0.0,1.2680000306,0.5146939562428966,6.340000153,0.0,2463.6,163.9254374339963,0.0,25.855746605373355,0.0
782337,936,116535,45-49,F,16,104578,29,39.25000095,1,0,0.0002773049781024,0.034482758620689655,0.0,1.3534483086206897,0.375317953584884,39.25000095,0.0,3606.137931034483,435.3410014550571,0.0,11.09149021447494,0.0
782694,936,116595,35-39,F,29,29035,7,8.910000086,0,0,0.0002410883416566,0.0,0.0,1.2728571551428571,0.3068710206991562,0.0,0.0,4147.857142857143,0.0,0.0,0.0,0.0
782862,936,116623,35-39,F,64,5912,1,1.559999943,0,0,0.000169147496617,0.0,0.0,1.559999943,0.2638700850811908,0.0,0.0,5912.0,0.0,0.0,0.0,0.0
950078,936,123440,30-34,M,16,12396,2,3.210000038,0,0,0.0001613423685059,0.0,0.0,1.605000019,0.2589545045175863,0.0,0.0,6198.0,0.0,0.0,0.0,0.0
950224,936,123464,40-44,M,20,2367,2,2.839999914,0,0,0.0008449514152936,0.0,0.0,1.419999957,1.1998309733840302,0.0,0.0,1183.5,0.0,0.0,0.0,0.0
950770,936,123555,30-34,M,28,7780,3,4.329999924,0,0,0.0003856041131105,0.0,0.0,1.443333308,0.5565552601542416,0.0,0.0,2593.3333333333335,0.0,0.0,0.0,0.0
950878,936,123573,40-44,M,10,2967,1,1.5,0,0,0.0003370407819346,0.0,0.0,1.5,0.5055611729019212,0.0,0.0,2967.0,0.0,0.0,0.0,0.0
951046,936,123601,30-34,F,16,20050,4,4.659999847,0,0,0.0001995012468827,0.0,0.0,1.16499996175,0.2324189449875311,0.0,0.0,5012.5,0.0,0.0,0.0,0.0
951105,936,123611,45-49,M,16,5894,1,1.539999962,0,0,0.000169664065151,0.0,0.0,1.539999962,0.2612826538853071,0.0,0.0,5894.0,0.0,0.0,0.0,0.0
951202,936,123627,45-49,F,26,5307,3,4.289999962,1,0,0.0005652911249293,0.3333333333333333,0.0,1.4299999873333331,0.8083663014885999,4.289999962,0.0,1769.0,131.23894258368995,0.0,30.591828379062807,0.0
951225,936,123631,35-39,F,22,4621,2,3.25,0,0,0.0004328067517853,0.0,0.0,1.625,0.7033109716511577,0.0,0.0,2310.5,0.0,0.0,0.0,0.0
951282,936,123641,35-39,F,16,5775,1,1.580000043,0,0,0.0001731601731601,0.0,0.0,1.580000043,0.2735930810389611,0.0,0.0,5775.0,0.0,0.0,0.0,0.0
951285,936,123641,35-39,F,16,9297,2,2.619999886,0,0,0.0002151231580079,0.0,0.0,1.309999943,0.281811324728407,0.0,0.0,4648.5,0.0,0.0,0.0,0.0
951462,936,123671,45-49,F,16,7589,2,3.150000095,0,0,0.0002635393332454,0.0,0.0,1.5750000475,0.4150744623797602,0.0,0.0,3794.5,0.0,0.0,0.0,0.0
951837,936,123733,45-49,F,20,2077,1,1.50999999,0,0,0.0004814636494944,0.0,0.0,1.50999999,0.7270101059220029,0.0,0.0,2077.0,0.0,0.0,0.0,0.0
951941,936,123750,30-34,F,28,2764,1,1.559999943,1,0,0.0003617945007235,1.0,0.0,1.559999943,0.5643994005065124,1.559999943,0.0,2764.0,84.9726255956565,0.0,54.46963378232412,0.0
952031,936,123765,40-44,F,16,28169,8,12.36999989,0,0,0.000284000142,0.0,0.0,1.54624998625,0.4391352156626078,0.0,0.0,3521.125,0.0,0.0,0.0,0.0
1121091,1178,144531,30-34,M,10,1194718,141,254.049996,1,0,0.0001180194824217,0.0070921985815602835,0.0,1.8017730212765957,0.2126443194126145,254.049996,0.0,8473.17730496454,1202.9163700353747,0.0,4.734959216592055,0.0
1121092,1178,144531,30-34,M,10,637648,67,122.4,2,1,0.0001050736456477,0.029850746268656716,0.014925373134328358,1.826865671641791,0.1919554362281384,61.2,122.4,9517.134328358208,2336.391490090167,1168.1957450450834,19.088165768710514,9.544082884355257
1121095,1178,144531,30-34,M,10,459690,50,86.33000112,0,0,0.00010876895299,0.0,0.0,1.7266000224000002,0.1878004766690596,0.0,0.0,9193.8,0.0,0.0,0.0,0.0
1121096,1178,144531,30-34,M,10,750060,86,161.9099991,2,1,0.0001146574940671,0.023255813953488372,0.011627906976744186,1.8826744081395348,0.2158627297816174,80.95499955,161.9099991,8721.627906976744,2033.6383605253409,1016.8191802626704,12.560301228025521,6.2801506140127605
1121098,1178,144532,30-34,M,15,1267550,123,236.7699986,7,5,9.703759220543568e-05,0.056910569105691054,0.04065040650406504,1.924959338211382,0.1867934192734014,33.82428551428571,47.353999720000004,10305.28455284553,7005.307609151522,5003.791149393945,29.586973225380262,21.133552303843043
1121100,1178,144532,30-34,M,15,3052003,340,639.9499981,8,5,0.0001114022496046,0.023529411764705882,0.014705882352941176,1.882205876764706,0.2096819688905941,79.9937497625,127.98999962,8976.479411764705,7597.769101325759,4748.605688328599,11.872441790582698,7.420276119114186
1121102,1178,144532,30-34,M,15,357856,30,52.97000015,2,1,8.383260305821336e-05,0.06666666666666667,0.03333333333333333,1.7656666716666665,0.1480204332189484,26.485000075,52.97000015,11928.533333333333,2423.493759076112,1211.746879538056,45.75219468025831,22.876097340129157
1121104,1178,144533,30-34,M,16,2080666,202,360.1500015,2,1,9.708429896965685e-05,0.009900990099009901,0.0049504950495049506,1.7829207995049503,0.1730936159383581,180.07500075,360.1500015,10300.326732673268,1526.4968963258336,763.2484481629168,4.238503095843618,2.119251547921809
1121105,1178,144533,30-34,M,16,145999,9,16.5200001,0,0,6.164425783738245e-05,0.0,0.0,1.8355555666666667,0.1131514606264426,0.0,0.0,16222.111111111111,0.0,0.0,0.0,0.0
1121108,1178,144533,30-34,M,16,984521,95,163.8999972,1,0,9.64936248185666e-05,0.010526315789473684,0.0,1.725263128421053,0.1664768930271675,163.8999972,0.0,10363.37894736842,1290.2110852377084,0.0,7.871940861983788,0.0
1121110,1178,144534,30-34,M,18,880814,123,210.3600006,4,2,0.0001396435569825,0.032520325203252036,0.016260162601626018,1.7102439073170732,0.2388245425254367,52.59000015,105.1800003,7161.089430894309,3747.7441648093654,1873.8720824046827,17.815859260885386,8.907929630442693
1121111,1178,144534,30-34,M,18,182452,20,35.73000026,1,0,0.0001096178720978,0.05,0.0,1.786500013,0.1958323299278714,35.73000026,0.0,9122.6,168.95820937318288,0.0,4.728749178385337,0.0
1121113,1178,144534,30-34,M,18,894911,120,215.8399994,0,0,0.0001340915465336,0.0,0.0,1.7986666616666669,0.2411859943614505,0.0,0.0,7457.591666666666,0.0,0.0,0.0,0.0
1121116,1178,144535,30-34,M,19,572450,89,157.329998,3,2,0.0001554720936326,0.033707865168539325,0.02247191011235955,1.767752786516854,0.2748362267446939,52.44333266666666,78.664999,6432.0224719101125,2918.864181592904,1945.9094543952694,18.55249614630329,12.368330764202193
1121117,1178,144535,30-34,M,19,98759,15,26.56999946,0,0,0.0001518848915035,0.0,0.0,1.7713332973333331,0.269038765682115,0.0,0.0,6583.933333333333,0.0,0.0,0.0,0.0
1121119,1178,144535,30-34,M,19,345371,54,93.08999991,1,0,0.000156353602358,0.018518518518518517,0.0,1.7238888872222222,0.2695362375821942,93.08999991,0.0,6395.759259259259,923.0131247022665,0.0,9.915276888974557,0.0
