ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,CTR,CVR_Total,CVR_Approved,CPC,CPM,CPA_Total,CPA_Approved,Avg_Frequency,Revenue_Total,Revenue_Approved,ROAS_Total,ROAS_Approved
738593,936,109850,45-49,F,16,92011,27,34.39000046,2,1,0.0002934431752725,0.074074074074074,0.037037037037037,1.273703720740741,0.3737596641705883,17.19500023,34.39000046,3407.814814814815,100,50,2.9078220023960997,1.4539110011980498
738598,936,109851,45-49,F,18,12956,4,5.49000001,1,1,0.0003087372645878,0.25,0.25,1.3725000025,0.4237418964186477,5.49000001,5.49000001,3239.0,50,50,9.107468107272371,9.107468107272371
738648,936,109859,45-49,F,26,111090,38,51.97000027,5,1,0.0003420649923485,0.131578947368421,0.0263157894736842,1.3676315860526316,0.4678188880187235,10.394000054,51.97000027,2923.4210526315787,250,50,4.810467552456682,0.9620935104913364
747362,936,110861,35-39,M,15,4607,1,1.149999976,1,1,0.0002170609941393,1.0,1.0,1.149999976,0.2496201380507922,1.149999976,1.149999976,4607.0,50,50,43.47826177693764,43.47826177693764
747369,936,110862,35-39,M,16,13355,2,3.180000067,1,1,0.0001497566454511,0.5,0.5,1.5900000335,0.2381130712841632,3.180000067,3.180000067,6677.5,50,50,15.723270108975129,15.723270108975129
747401,936,110867,35-39,M,22,2793,1,0.980000019,1,1,0.0003580379520229,1.0,1.0,0.980000019,0.3508771997851772,0.980000019,0.980000019,2793.0,50,50,51.020407174094146,51.020407174094146
747489,936,110882,40-44,M,2,4016,2,1.480000049,1,1,0.0004980079681274,0.5,0.5,0.7400000245,0.3685259086155378,1.480000049,1.480000049,2008.0,50,50,33.783782665266656,33.783782665266656
747514,936,110886,40-44,M,16,14843,3,2.939999938,1,1,0.0002021154753082,0.3333333333333333,0.3333333333333333,0.9799999793333334,0.1980731616250084,2.939999938,2.939999938,4947.666666666667,50,50,17.006803079735302,17.006803079735302
747645,936,110908,45-49,M,10,9674,3,4.600000024,1,1,0.0003101095720487,0.3333333333333333,0.3333333333333333,1.5333333413333332,0.4755013462890221,4.600000024,4.600000024,3224.6666666666665,50,50,10.86956516068053,10.86956516068053
747791,936,110932,30-34,F,10,31393,8,10.96000051,1,1,0.0002548338801643,0.125,0.125,1.37000006375,0.3491224320708438,10.96000051,10.96000051,3924.125,50,50,4.562043583335563,4.562043583335563
747795,936,110933,30-34,F,15,8410,2,2.359999895,1,1,0.0002378121284185,0.5,0.5,1.1799999475,0.2806182990487514,2.359999895,2.359999895,4205.0,50,50,21.186441620583206,21.186441620583206
748007,936,110968,35-39,F,27,10164,2,3.720000029,1,1,0.0001967729240456,0.5,0.5,1.8600000145,0.3659976415781188,3.720000029,3.720000029,5082.0,50,50,13.440860110272864,13.440860110272864
748091,936,110982,40-44,F,16,41720,10,12.06000006,1,1,0.0002396931927133,0.1,0.1,1.206000006,0.2890699918504315,12.06000006,12.06000006,4172.0,50,50,4.1459369611313255,4.1459369611313255
748230,936,111006,45-49,F,16,83929,21,27.72999954,4,1,0.0002502114882817,0.1904761904761904,0.0476190476190476,1.3204761685714286,0.3303983073788559,6.932499885,27.72999954,3996.619047619048,200,50,7.21240545682317,1.8031013642057925
748314,936,111020,45-49,F,31,7821,4,6.340000153,1,1,0.0005114435494182,0.25,0.25,1.58500003825,0.810638045390615,6.340000153,6.340000153,1955.25,50,50,7.88643514091095,7.88643514091095
776373,936,115493,45-49,F,25,10194,4,4.590000033,2,1,0.0003923876790268,0.5,0.25,1.14750000825,0.4502648649205414,2.2950000165,4.590000033,2548.5,100,50,21.786492218092757,10.89324610904638
776464,936,115508,45-49,F,29,7550,1,1.679999948,1,1,0.0001324503311258,1.0,1.0,1.679999948,0.2225165494039735,1.679999948,1.679999948,7550.0,50,50,29.761905683106605,29.761905683106605
776469,936,115509,45-49,F,28,45397,15,25.41999936,1,1,0.0003304183095799,0.0666666666666666,0.0666666666666666,1.694666624,0.5599488812036036,25.41999936,25.41999936,3026.4666666666667,50,50,1.9669552029445845,1.9669552029445845
776473,936,115510,30-34,M,16,23086,2,3.310000062,1,1,8.663259118080222e-05,0.5,0.5,1.655000031,0.143376941089838,3.310000062,3.310000062,11543.0,50,50,15.105739898321488,15.105739898321488
776515,936,115517,45-49,F,65,12706,3,4.98999989,1,1,0.0002361089249173,0.3333333333333333,0.3333333333333333,1.6633332966666667,0.392727836455218,4.98999989,4.98999989,4235.333333333333,50,50,10.020040301042972,10.020040301042972
776623,936,115535,45-49,M,64,19353,6,9.4799999,1,1,0.000310029452798,0.1666666666666666,0.1666666666666666,1.5799999833333331,0.4898465302537074,9.4799999,9.4799999,3225.5,50,50,5.2742616590111995,5.2742616590111995
776643,936,115538,30-34,M,15,33491,6,10.56999969,2,1,0.0001791526081633,0.3333333333333333,0.1666666666666666,1.761666615,0.3156071687916156,5.284999845,10.56999969,5581.833333333333,100,50,9.460738215026382,4.730369107513191
776644,936,115538,30-34,M,15,20083,2,3.200000048,2,1,9.958671513220136e-05,1.0,0.5,1.600000024,0.1593387466016033,1.600000024,3.200000048,10041.5,100,50,31.249999531250005,15.624999765625002
776663,936,115541,30-34,M,16,15753,1,0.569999993,1,1,6.347997206881229e-05,1.0,1.0,0.569999993,0.0361835836348632,0.569999993,0.569999993,15753.0,50,50,87.71929932286858,87.71929932286858
776668,936,115542,40-44,M,19,3523,1,1.809999943,1,1,0.000283848992336,1.0,1.0,1.809999943,0.5137666599489071,1.809999943,1.809999943,3523.0,50,50,27.624310262202037,27.624310262202037
776696,936,115547,30-34,M,10,7966,1,1.179999948,1,1,0.0001255335174491,1.0,1.0,1.179999948,0.1481295440622646,1.179999948,1.179999948,7966.0,50,50,42.3728832232118,42.3728832232118
776698,936,115547,30-34,M,10,12785,3,4.730000019,2,1,0.0002346499804458,0.6666666666666666,0.3333333333333333,1.576666673,0.3699648039890497,2.3650000095,4.730000019,4261.666666666667,100,50,21.14164896370162,10.57082448185081
776699,936,115547,30-34,M,10,8213,1,1.379999995,1,1,0.0001217581882381,1.0,1.0,1.379999995,0.1680262991598685,1.379999995,1.379999995,8213.0,50,50,36.23188418924596,36.23188418924596
776799,936,115564,45-49,M,20,10257,3,3.579999924,1,1,0.000292483182217,0.3333333333333333,0.3333333333333333,1.193333308,0.3490299233694062,3.579999924,3.579999924,3419.0,50,50,13.966480743422496,13.966480743422496
776928,936,115586,35-39,M,10,9750,2,1.5,1,1,0.0002051282051282,0.5,0.5,0.75,0.1538461538461538,1.5,1.5,4875.0,50,50,33.333333333333336,33.333333333333336
777187,936,115629,40-44,M,27,11292,3,5.389999866,1,1,0.0002656748140276,0.3333333333333333,0.3333333333333333,1.796666622,0.4773290706695005,5.389999866,5.389999866,3764.0,50,50,9.276438078486589,9.276438078486589
777235,936,115637,30-34,M,65,2883,1,0.99000001,1,1,0.0003468609087755,1.0,1.0,0.99000001,0.3433923031564342,0.99000001,0.99000001,2883.0,50,50,50.505049994898485,50.505049994898485
777261,936,115641,40-44,M,29,19603,4,5.279999971,1,1,0.0002040504004489,0.25,0.25,1.31999999275,0.2693465271131969,5.279999971,5.279999971,4900.75,50,50,9.469697021708564,9.469697021708564
777398,936,115677,35-39,M,24,3029,1,1.049999952,1,1,0.0003301419610432,1.0,1.0,1.049999952,0.3466490432485969,1.049999952,1.049999952,3029.0,50,50,47.619049795918464,47.619049795918464
777410,936,115679,45-49,M,26,3490,1,1.340000033,1,1,0.0002865329512893,1.0,1.0,1.340000033,0.3839541641833811,1.340000033,1.340000033,3490.0,50,50,37.31343191690802,37.31343191690802
777742,936,115735,35-39,M,64,4726,1,1.830000043,1,1,0.0002115954295387,1.0,1.0,1.830000043,0.3872196451544646,1.830000043,1.830000043,4726.0,50,50,27.322403729582863,27.322403729582863
778085,936,115792,30-34,M,26,11735,3,4.529999971,1,1,0.0002556455048998,0.3333333333333333,0.3333333333333333,1.5099999903333332,0.3860247099275671,4.529999971,4.529999971,3911.6666666666665,50,50,11.037527664478654,11.037527664478654
778112,936,115796,35-39,M,29,11446,2,3.090000033,1,1,0.0001747335313646,0.5,0.5,1.5450000165,0.2699633088415166,3.090000033,3.090000033,5723.0,50,50,16.181229600653534,16.181229600653534
778161,936,115804,30-34,M,28,17954,6,7.5400002,2,1,0.0003341873677175,0.3333333333333333,0.1666666666666666,1.2566667,0.4199621365712375,3.7700001,7.5400002,2992.3333333333335,100,50,13.262599117702942,6.631299558851471
778461,936,115854,40-44,M,29,10090,2,2.650000095,1,1,0.0001982160555004,0.5,0.5,1.3250000475,0.2626362829534192,2.650000095,2.650000095,5045.0,50,50,18.867923851904617,18.867923851904617
778556,936,115870,40-44,M,32,9735,4,4.130000114,1,1,0.0004108885464817,0.25,0.25,1.0325000285,0.4242424359527479,4.130000114,4.130000114,2433.75,50,50,12.10653719609074,12.10653719609074
778626,936,115882,30-34,M,29,7629,1,0.720000029,1,1,0.0001310787783457,1.0,1.0,0.720000029,0.0943767242102503,0.720000029,0.720000029,7629.0,50,50,69.44444164737665,69.44444164737665
778689,936,115892,30-34,M,28,7453,1,1.679999948,1,1,0.0001341741580571,1.0,1.0,1.679999948,0.2254125785589695,1.679999948,1.679999948,7453.0,50,50,29.761905683106605,29.761905683106605
778737,936,115900,35-39,M,27,8077,2,3.579999924,1,1,0.0002476166893648,0.5,0.5,1.789999962,0.4432338645536709,3.579999924,3.579999924,4038.5,50,50,13.966480743422496,13.966480743422496
778804,936,115912,30-34,M,26,6184,2,2.75,1,1,0.0003234152652005,0.5,0.5,1.375,0.4446959896507115,2.75,2.75,3092.0,50,50,18.181818181818183,18.181818181818183
779609,936,116059,35-39,F,15,7116,2,1.730000019,1,1,0.0002810567734682,0.5,0.5,0.8650000095,0.2431141117200674,1.730000019,1.730000019,3558.0,50,50,28.90173378662836,28.90173378662836
779644,936,116065,30-34,F,16,51816,8,10.2299999,2,1,0.0001543924656476,0.25,0.125,1.2787499875,0.1974293635170603,5.11499995,10.2299999,6477.0,100,50,9.775171161047616,4.887585580523808
779789,936,116089,45-49,M,10,11611,3,3.950000048,1,1,0.0002583756782361,0.3333333333333333,0.3333333333333333,1.3166666826666666,0.3401946471449488,3.950000048,3.950000048,3870.3333333333335,50,50,12.658227694279764,12.658227694279764
779871,936,116103,30-34,F,32,4402,1,1.330000043,1,1,0.0002271694684234,1.0,1.0,1.330000043,0.3021354027714675,1.330000043,1.330000043,4402.0,50,50,37.59398374696143,37.59398374696143
779922,936,116111,30-34,F,18,5823,1,1.419999957,1,1,0.0001717327837884,1.0,1.0,1.419999957,0.2438605455950541,1.419999957,1.419999957,5823.0,50,50,35.21126867189053,35.21126867189053
780104,936,116147,30-34,F,25,4971,1,1.230000019,1,1,0.00020116676725,1.0,1.0,1.230000019,0.2474351275397304,1.230000019,1.230000019,4971.0,50,50,40.65040587613194,40.65040587613194
780653,936,116244,30-34,F,29,9076,1,1.379999995,1,1,0.000110180696342,1.0,1.0,1.379999995,0.1520493604010577,1.379999995,1.379999995,9076.0,50,50,36.23188418924596,36.23188418924596
780655,936,116244,30-34,F,29,20941,4,5.909999967,1,1,0.0001910128456138,0.25,0.25,1.47749999175,0.2822214778186333,5.909999967,5.909999967,5235.25,50,50,8.460236933872727,8.460236933872727
780830,936,116279,45-49,F,16,16053,3,4.079999924,1,1,0.0001868809568304,0.3333333333333333,0.3333333333333333,1.3599999746666669,0.254158096555161,4.079999924,4.079999924,5351.0,50,50,12.254902189061903,12.254902189061903
780835,936,116279,45-49,F,16,54724,12,17.92999995,1,1,0.0002192822162122,0.0833333333333333,0.0833333333333333,1.4941666625,0.3276441771434836,17.92999995,17.92999995,4560.333333333333,50,50,2.788622428300676,2.788622428300676
780974,936,116303,40-44,F,32,8316,3,4.569999933,1,1,0.0003607503607503,0.3333333333333333,0.3333333333333333,1.523333311,0.5495430414862915,4.569999933,4.569999933,2772.0,50,50,10.940919197602096,10.940919197602096
781327,936,116367,35-39,F,29,164754,49,67.97999978,2,1,0.0002974131128834,0.0408163265306122,0.0204081632653061,1.3873469342857143,0.4126151703752261,33.98999989,67.97999978,3362.326530612245,100,50,1.471020893257202,0.735510446628601
781353,936,116371,35-39,F,10,7449,1,1.639999986,1,1,0.0001342462075446,1.0,1.0,1.639999986,0.2201637784937575,1.639999986,1.639999986,7449.0,50,50,30.48780513831053,30.48780513831053
781811,936,116447,35-39,F,16,10186,1,1.230000019,1,1,9.8173964264677e-05,1.0,1.0,1.230000019,0.120753977910858,1.230000019,1.230000019,10186.0,50,50,40.65040587613194,40.65040587613194
781858,936,116455,30-34,M,20,3385,1,1.440000057,1,1,0.0002954209748892,1.0,1.0,1.440000057,0.4254062206794682,1.440000057,1.440000057,3385.0,50,50,34.72222084780098,34.72222084780098
782001,936,116479,30-34,M,24,5475,2,2.730000019,1,1,0.0003652968036529,0.5,0.5,1.3650000095,0.4986301404566211,2.730000019,2.730000019,2737.5,50,50,18.315018187551154,18.315018187551154
782022,936,116483,30-34,F,18,8254,2,2.320000052,1,1,0.0002423067603586,0.5,0.5,1.160000026,0.281075848315968,2.320000052,2.320000052,4127.0,50,50,21.55172365487516,21.55172365487516
782134,936,116501,30-34,F,16,37873,5,6.169999957,1,1,0.0001320201726823,0.2,0.2,1.2339999914,0.1629128919546906,6.169999957,6.169999957,7574.6,50,50,8.103727771225332,8.103727771225332
782135,936,116501,30-34,F,16,25267,4,4.940000057,2,1,0.0001583092571338,0.5,0.25,1.23500001425,0.1955119348161633,2.4700000285,4.940000057,6316.75,100,50,20.242914746184994,10.121457373092497
782228,936,116517,40-44,F,63,12318,5,6.340000153,1,1,0.0004059100503328,0.2,0.2,1.2680000306,0.5146939562428966,6.340000153,6.340000153,2463.6,50,50,7.88643514091095,7.88643514091095
782337,936,116535,45-49,F,16,104578,29,39.25000095,1,1,0.0002773049781024,0.0344827586206896,0.0344827586206896,1.3534483086206897,0.375317953584884,39.25000095,39.25000095,3606.137931034483,50,50,1.273885319485578,1.273885319485578
782694,936,116595,35-39,F,29,29035,7,8.910000086,2,2,0.0002410883416566,0.2857142857142857,0.2857142857142857,1.2728571551428571,0.3068710206991562,4.455000043,4.455000043,4147.857142857143,100,100,11.223344448349312,11.223344448349312
782862,936,116623,35-39,F,64,5912,1,1.559999943,1,1,0.000169147496617,1.0,1.0,1.559999943,0.2638700850811908,1.559999943,1.559999943,5912.0,50,50,32.05128322238663,32.05128322238663
950078,936,123440,30-34,M,16,12396,2,3.210000038,2,1,0.0001613423685059,1.0,0.5,1.605000019,0.2589545045175863,1.605000019,3.210000038,6198.0,100,50,31.152647606292646,15.576323803146323
950224,936,123464,40-44,M,20,2367,2,2.839999914,1,1,0.0008449514152936,0.5,0.5,1.419999957,1.1998309733840302,2.839999914,2.839999914,1183.5,50,50,17.605634335945265,17.605634335945265
950770,936,123555,30-34,M,28,7780,3,4.329999924,2,2,0.0003856041131105,0.6666666666666666,0.6666666666666666,1.443333308,0.5565552601542416,2.164999962,2.164999962,2593.3333333333335,100,100,23.094688627066127,23.094688627066127
950878,936,123573,40-44,M,10,2967,1,1.5,1,1,0.0003370407819346,1.0,1.0,1.5,0.5055611729019212,1.5,1.5,2967.0,50,50,33.333333333333336,33.333333333333336
951046,936,123601,30-34,F,16,20050,4,4.659999847,4,1,0.0001995012468827,1.0,0.25,1.16499996175,0.2324189449875311,1.16499996175,4.659999847,5012.5,200,50,42.9184563447476,10.7296140861869
951105,936,123611,45-49,M,16,5894,1,1.539999962,1,1,0.000169664065151,1.0,1.0,1.539999962,0.2612826538853071,1.539999962,1.539999962,5894.0,50,50,32.46753326867939,32.46753326867939
951202,936,123627,45-49,F,26,5307,3,4.289999962,2,1,0.0005652911249293,0.6666666666666666,0.3333333333333333,1.4299999873333331,0.8083663014885999,2.144999981,4.289999962,1769.0,100,50,23.310023516499044,11.655011758249522
951225,936,123631,35-39,F,22,4621,2,3.25,1,1,0.0004328067517853,0.5,0.5,1.625,0.7033109716511577,3.25,3.25,2310.5,50,50,15.384615384615383,15.384615384615383
951282,936,123641,35-39,F,16,5775,1,1.580000043,1,1,0.0001731601731601,1.0,1.0,1.580000043,0.2735930810389611,1.580000043,1.580000043,5775.0,50,50,31.645568759013,31.645568759013
951285,936,123641,35-39,F,16,9297,2,2.619999886,2,1,0.0002151231580079,1.0,0.5,1.309999943,0.281811324728407,1.309999943,2.619999886,4648.5,100,50,38.16794059204016,19.08397029602008
951462,936,123671,45-49,F,16,7589,2,3.150000095,1,1,0.0002635393332454,0.5,0.5,1.5750000475,0.4150744623797602,3.150000095,3.150000095,3794.5,50,50,15.873015394305884,15.873015394305884
951837,936,123733,45-49,F,20,2077,1,1.50999999,1,1,0.0004814636494944,1.0,1.0,1.50999999,0.7270101059220029,1.50999999,1.50999999,2077.0,50,50,33.11258300074558,33.11258300074558
951941,936,123750,30-34,F,28,2764,1,1.559999943,1,1,0.0003617945007235,1.0,1.0,1.559999943,0.5643994005065124,1.559999943,1.559999943,2764.0,50,50,32.05128322238663,32.05128322238663
952031,936,123765,40-44,F,16,28169,8,12.36999989,1,1,0.000284000142,0.125,0.125,1.54624998625,0.4391352156626078,12.36999989,12.36999989,3521.125,50,50,4.0420372226858605,4.0420372226858605
1121091,1178,144531,30-34,M,10,1194718,141,254.049996,28,14,0.0001180194824217,0.1985815602836879,0.0992907801418439,1.8017730212765957,0.2126443194126145,9.073214142857143,18.146428285714286,8473.17730496454,1400,700,5.510726321759123,2.7553631608795617
1121092,1178,144531,30-34,M,10,637648,67,122.4,13,5,0.0001050736456477,0.1940298507462686,0.0746268656716417,1.826865671641791,0.1919554362281384,9.415384615384616,24.48,9517.134328358208,650,250,5.310457516339869,2.042483660130719
1121095,1178,144531,30-34,M,10,459690,50,86.33000112,5,2,0.00010876895299,0.1,0.04,1.7266000224000002,0.1878004766690596,17.266000224000003,43.16500056,9193.8,250,100,2.8958646676315483,1.1583458670526192
1121096,1178,144531,30-34,M,10,750060,86,161.9099991,11,2,0.0001146574940671,0.127906976744186,0.0232558139534883,1.8826744081395348,0.2158627297816174,14.719090827272726,80.95499955,8721.627906976744,550,100,3.39694894112318,0.6176270802042145
1121098,1178,144532,30-34,M,15,1267550,123,236.7699986,24,10,9.703759220543568e-05,0.1951219512195122,0.08130081300813,1.924959338211382,0.1867934192734014,9.865416608333334,23.67699986,10305.28455284553,1200,500,5.068209684907266,2.111754035378028
1121100,1178,144532,30-34,M,15,3052003,340,639.9499981,60,17,0.0001114022496046,0.1764705882352941,0.05,1.882205876764706,0.2096819688905941,10.665833301666668,37.64411753529412,8976.479411764705,3000,850,4.687866253468155,1.328228771815977
1121102,1178,144532,30-34,M,15,357856,30,52.97000015,7,3,8.383260305821336e-05,0.2333333333333333,0.1,1.7656666716666665,0.1480204332189484,7.5671428785714285,17.656666716666667,11928.533333333333,350,150,6.607513668281536,2.8317915721206584
